,County,Income,State
1662,Fallon,55859,Montana
1663,Fergus,54647,Montana
1664,Flathead,68725,Montana
1665,Gallatin,87254,Montana
1666,Garfield,48179,Montana
1667,Glacier,48573,Montana
1668,Golden Valley,55872,Montana
1669,Granite,53768,Montana
1670,Hill,55344,Montana
1671,Jefferson,63881,Montana
1672,Judith Basin,58342,Montana
1673,Lake,49027,Montana
1674,Lewis and Clark,62214,Montana
1675,Liberty,71171,Montana
1676,Lincoln,47487,Montana
1677,McCone,51063,Montana
1678,Madison,75313,Montana
1679,Meagher,57679,Montana
1680,Mineral,48250,Montana
1681,Missoula,68344,Montana
1682,Musselshell,51852,Montana
1683,Park,67131,Montana
1684,Petroleum,38300,Montana
1685,Phillips,45314,Montana
1686,Pondera,65512,Montana
1687,Powder River,46200,Montana
1688,Powell,53396,Montana
1689,Prairie,58179,Montana
1690,Ravalli,63195,Montana
1691,Richland,72410,Montana
1692,Roosevelt,45113,Montana
1693,Rosebud,55754,Montana
1694,Sanders,45599,Montana
1695,Sheridan,55175,Montana
1696,Silver Bow,60001,Montana
1697,Stillwater,68586,Montana
1698,Sweet Grass,60941,Montana
1699,Teton,60745,Montana
1700,Toole,64617,Montana
1701,Treasure,58733,Montana
1702,Valley,60061,Montana
1703,Wheatland,52079,Montana
1704,Wibaux,45322,Montana
1705,Yellowstone,68959,Montana
1708,Adams,68330,Nebraska
1709,Antelope,76372,Nebraska
1710,Arthur,70075,Nebraska
1711,Banner,75754,Nebraska
1712,Blaine,78261,Nebraska
1713,Boone,79710,Nebraska
1714,Box Butte,58744,Nebraska
1715,Boyd,81977,Nebraska
1716,Brown,71794,Nebraska
1717,Buffalo,74630,Nebraska
1718,Burt,60531,Nebraska
1719,Butler,71971,Nebraska
1720,Cass,67310,Nebraska
1721,Cedar,71135,Nebraska
1722,Chase,80528,Nebraska
1723,Cherry,66828,Nebraska
1724,Cheyenne,53195,Nebraska
1725,Clay,69182,Nebraska
1726,Colfax,61048,Nebraska
1727,Cuming,87392,Nebraska
1728,Custer,65823,Nebraska
1729,Dakota,62463,Nebraska
1730,Dawes,50264,Nebraska
1731,Dawson,54945,Nebraska
1732,Deuel,48095,Nebraska
1733,Dixon,62851,Nebraska
1734,Dodge,65594,Nebraska
1735,Douglas,81570,Nebraska
1736,Dundy,107381,Nebraska
1737,Fillmore,82547,Nebraska
1738,Franklin,68950,Nebraska
1739,Frontier,66000,Nebraska
1740,Furnas,70215,Nebraska
1741,Gage,80101,Nebraska
1742,Garden,62438,Nebraska
1743,Garfield,60193,Nebraska
1744,Gosper,74113,Nebraska
1745,Grant,61745,Nebraska
1746,Greeley,75828,Nebraska
1747,Hall,59802,Nebraska
1748,Hamilton,73733,Nebraska
1749,Harlan,74351,Nebraska
1750,Hayes,89965,Nebraska
1751,Hitchcock,67709,Nebraska
1752,Holt,70612,Nebraska
1753,Hooker,53697,Nebraska
1754,Howard,62103,Nebraska
1755,Jefferson,63034,Nebraska
1756,Johnson,48024,Nebraska
1757,Kearney,94356,Nebraska
1758,Keith,60135,Nebraska
1759,Keya Paha,66245,Nebraska
1760,Kimball,65186,Nebraska
1761,Knox,66048,Nebraska
1762,Lancaster,66280,Nebraska
1763,Lincoln,72970,Nebraska
1764,Logan,71302,Nebraska
1765,Loup,76269,Nebraska
1766,McPherson,86039,Nebraska
1767,Madison,67240,Nebraska
1768,Merrick,64821,Nebraska
1769,Morrill,78663,Nebraska
1770,Nance,61894,Nebraska
1771,Nemaha,59432,Nebraska
1772,Nuckolls,79865,Nebraska
1773,Otoe,62848,Nebraska
1774,Pawnee,63343,Nebraska
1775,Perkins,90815,Nebraska
1776,Phelps,70667,Nebraska
1777,Pierce,117544,Nebraska
1778,Platte,62340,Nebraska
1779,Polk,76182,Nebraska
1780,Red Willow,60705,Nebraska
1781,Richardson,61331,Nebraska
1782,Rock,94000,Nebraska
1783,Saline,56359,Nebraska
1784,Sarpy,66625,Nebraska
1785,Saunders,71628,Nebraska
1786,Scotts Bluff,57327,Nebraska
1787,Seward,68090,Nebraska
1788,Sheridan,70339,Nebraska
1789,Sherman,65396,Nebraska
1790,Sioux,81581,Nebraska
1791,Stanton,66754,Nebraska
1792,Thayer,71989,Nebraska
1793,Thomas,66656,Nebraska
1794,Thurston,67487,Nebraska
1795,Valley,75469,Nebraska
1797,Wayne,58154,Washington
1798,Webster,65987,Washington
1799,Wheeler,78826,Washington
1800,York,68781,Washington
1803,Churchill,56685,Nevada
1804,Clark,63767,Nevada
1805,Douglas,100931,Nevada
1806,Elko,56996,Nevada
1807,Esmeralda,59971,Nevada
1808,Eureka,49792,Nevada
1809,Humboldt,58033,Nevada
1810,Lander,77150,Nevada
1811,Lincoln,49718,Nevada
1812,Lyon,50379,Nevada
1813,Mineral,50305,Nevada
1814,Nye,44626,Nevada
1815,Pershing,42673,Nevada
1816,Storey,79728,Nevada
1817,Washoe,81371,Nevada
1818,White Pine,63243,Nevada
1819,Carson City,63498,Nevada
1822,Belknap,79465,New Hampshire
1823,Carroll,78581,New Hampshire
1824,Cheshire,67094,New Hampshire
1825,Coos,55665,New Hampshire
1826,Grafton,79934,New Hampshire
1827,Hillsborough,76187,New Hampshire
1828,Merrimack,73531,New Hampshire
1829,Rockingham,97082,New Hampshire
1830,Strafford,65643,New Hampshire
1831,Sullivan,68216,New Hampshire
1834,Atlantic,60493,New Jersey
1835,Bergen,102229,New Jersey
1836,Burlington,74684,New Jersey
1837,Camden,64987,New Jersey
1838,Cape May,78963,New Jersey
1839,Cumberland,49367,New Jersey
1840,Essex,80460,New Jersey
1841,Gloucester,66061,New Jersey
1842,Hudson,79982,New Jersey
1843,Hunterdon,105801,New Jersey
1844,Mercer,84392,New Jersey
1845,Middlesex,75352,New Jersey
1846,Monmouth,100477,New Jersey
1847,Morris,115850,New Jersey
1848,Ocean,62195,New Jersey
1849,Passaic,60002,New Jersey
1850,Salem,57119,New Jersey
1851,Somerset,121076,New Jersey
1852,Sussex,75364,New Jersey
1853,Union,82502,New Jersey
1854,Warren,66483,New Jersey
1857,Bernalillo,58895,New Mexico
1858,Catron,41950,New Mexico
1859,Chaves,52720,New Mexico
1860,Cibola,35144,New Mexico
1861,Colfax,51567,New Mexico
1862,Curry,56323,New Mexico
1863,De Baca,62571,New Mexico
1864,Doña Ana,47712,New Mexico
1865,Eddy,76555,New Mexico
1866,Grant,52958,New Mexico
1867,Guadalupe,45873,New Mexico
1868,Harding,48556,New Mexico
1869,Hidalgo,56047,New Mexico
1870,Lea,58422,New Mexico
1871,Lincoln,54474,New Mexico
1872,Los Alamos,91773,New Mexico
1873,Luna,40299,New Mexico
1874,McKinley,36133,New Mexico
1875,Mora,56989,New Mexico
1876,Otero,43353,New Mexico
1877,Quay,47250,New Mexico
1878,Rio Arriba,45521,New Mexico
1879,Roosevelt,51180,New Mexico
1880,Sandoval,56559,New Mexico
1881,San Juan,46055,New Mexico
1882,San Miguel,46983,New Mexico
1883,Santa Fe,77717,New Mexico
1884,Sierra,49743,New Mexico
1885,Socorro,45149,New Mexico
1886,Taos,49430,New Mexico
1887,Torrance,47308,New Mexico
1888,Union,40654,New Mexico
1889,Valencia,46944,New Mexico
1892,Albany,78464,New York
1893,Allegany,42832,New York
1894,Bronx,44736,New York
1895,Broome,52147,New York
1896,Cattaraugus,48342,New York
1897,Cayuga,53644,New York
1898,Chautauqua,49640,New York
1899,Chemung,53850,New York
1900,Chenango,54527,New York
1901,Clinton,55008,New York
1902,Columbia,74642,New York
1903,Cortland,50994,New York
1905,Dutchess,71391,Delaware
1906,Erie,62207,Delaware
1907,Essex,58326,Delaware
1908,Franklin,53153,Delaware
1909,Fulton,53781,Delaware
1910,Genesee,53104,Delaware
1911,Greene,61918,Delaware
1912,Hamilton,59276,Delaware
1913,Herkimer,52027,Delaware
1914,Jefferson,54926,Delaware
1915,Kings,67081,Delaware
1916,Lewis,56060,Delaware
1917,Livingston,53117,Delaware
1918,Madison,58687,Delaware
1919,Monroe,63593,Delaware
1920,Montgomery,50879,Delaware
1921,Nassau,104873,Delaware
1923,Niagara,56135,New York
1924,Oneida,56075,New York
1925,Onondaga,63854,New York
1926,Ontario,64723,New York
1927,Orange,60539,New York
1928,Orleans,48729,New York
1929,Oswego,49548,New York
1930,Otsego,53098,New York
1931,Putnam,84598,New York
1932,Queens,60271,New York
1933,Rensselaer,60836,New York
1934,Richmond,66807,New York
1935,Rockland,71330,New York
1936,St. Lawrence,47495,New York
1937,Saratoga,81008,New York
1938,Schenectady,60259,New York
1939,Schoharie,53174,New York
1940,Schuyler,52126,New York
1941,Seneca,50044,New York
1942,Steuben,56349,New York
1943,Suffolk,88816,New York
1944,Sullivan,57831,New York
1945,Tioga,54765,New York
1946,Tompkins,54159,New York
1947,Ulster,66314,New York
1948,Warren,66384,New York
1950,Wayne,57109,Washington
1951,Westchester,130834,Washington
1953,Yates,51837,Wyoming
1956,Alamance,51405,North Carolina
1957,Alexander,49694,North Carolina
1958,Alleghany,46732,North Carolina
1959,Anson,51004,North Carolina
1960,Ashe,48453,North Carolina
1961,Avery,50256,North Carolina
1962,Beaufort,57387,North Carolina
1963,Bertie,49592,North Carolina
1964,Bladen,50481,North Carolina
1965,Brunswick,62104,North Carolina
1966,Buncombe,66288,North Carolina
1967,Burke,47560,North Carolina
1968,Cabarrus,57694,North Carolina
1969,Caldwell,47398,North Carolina
1970,Camden,60407,North Carolina
1971,Carteret,68500,North Carolina
1972,Caswell,43437,North Carolina
1973,Catawba,57624,North Carolina
1974,Chatham,85995,North Carolina
1975,Cherokee,41999,North Carolina
1976,Chowan,54599,North Carolina
1977,Clay,47138,North Carolina
1978,Cleveland,47778,North Carolina
1979,Columbus,45922,North Carolina
1980,Craven,58120,North Carolina
1981,Cumberland,48345,North Carolina
1982,Currituck,63750,North Carolina
1983,Dare,79309,North Carolina
1984,Davidson,51406,North Carolina
1985,Davie,63324,North Carolina
1986,Duplin,53711,North Carolina
1987,Durham,64059,North Carolina
1988,Edgecombe,47194,North Carolina
1989,Forsyth,60481,North Carolina
1990,Franklin,49691,North Carolina
1991,Gaston,52373,North Carolina
1992,Gates,52872,North Carolina
1993,Graham,44387,North Carolina
1994,Granville,49896,North Carolina
1995,Greene,40266,North Carolina
1996,Guilford,59170,North Carolina
1997,Halifax,46895,North Carolina
1998,Harnett,47518,North Carolina
1999,Haywood,53755,North Carolina
2000,Henderson,59258,North Carolina
2001,Hertford,46092,North Carolina
2002,Hoke,43213,North Carolina
2003,Hyde,52292,North Carolina
2004,Iredell,66843,North Carolina
2005,Jackson,46605,North Carolina
2006,Johnston,52757,North Carolina
2007,Jones,49621,North Carolina
2008,Lee,53310,North Carolina
2009,Lenoir,53456,North Carolina
2010,Lincoln,61859,North Carolina
2011,McDowell,47124,North Carolina
2012,Macon,52844,North Carolina
2013,Madison,47811,North Carolina
2014,Martin,44368,North Carolina
2015,Mecklenburg,82500,North Carolina
2016,Mitchell,47047,North Carolina
2017,Montgomery,48050,North Carolina
2018,Moore,68180,North Carolina
2019,Nash,53389,North Carolina
2020,New Hanover,64831,North Carolina
2021,Northampton,49507,North Carolina
2022,Onslow,53594,North Carolina
2023,Orange,82487,North Carolina
2024,Pamlico,56687,North Carolina
2025,Pasquotank,50974,North Carolina
2026,Pender,53382,North Carolina
2027,Perquimans,56511,North Carolina
2028,Person,48911,North Carolina
2029,Pitt,56956,North Carolina
2030,Polk,67589,North Carolina
2031,Randolph,48970,North Carolina
2032,Richmond,47384,North Carolina
2033,Robeson,43550,North Carolina
2034,Rockingham,48622,North Carolina
2035,Rowan,49008,North Carolina
2036,Rutherford,44091,North Carolina
2037,Sampson,46676,North Carolina
2038,Scotland,42838,North Carolina
2039,Stanly,50394,North Carolina
2040,Stokes,49687,North Carolina
2041,Surry,51241,North Carolina
2042,Swain,55328,North Carolina
2043,Transylvania,60160,North Carolina
2044,Tyrrell,46213,North Carolina
2045,Union,72553,North Carolina
2046,Vance,45762,North Carolina
2047,Wake,81322,North Carolina
2048,Warren,39006,North Carolina
2050,Watauga,53013,Washington
2051,Wayne,50748,Washington
2052,Wilkes,49350,Washington
2053,Wilson,52627,Washington
2054,Yadkin,49886,Washington
2055,Yancey,45449,Washington
2058,Adams,54673,North Dakota
2059,Barnes,74136,North Dakota
2060,Benson,60006,North Dakota
2061,Billings,89603,North Dakota
2062,Bottineau,82191,North Dakota
2063,Bowman,72257,North Dakota
2064,Burke,89281,North Dakota
2065,Burleigh,75321,North Dakota
2066,Cass,73185,North Dakota
2067,Cavalier,106795,North Dakota
2068,Dickey,99866,North Dakota
2069,Divide,68807,North Dakota
2070,Dunn,103731,North Dakota
2071,Eddy,83562,North Dakota
2072,Emmons,69003,North Dakota
2073,Foster,83274,North Dakota
2074,Golden Valley,49510,North Dakota
2075,Grand Forks,63280,North Dakota
2076,Grant,53999,North Dakota
2077,Griggs,86194,North Dakota
2078,Hettinger,55263,North Dakota
2079,Kidder,77327,North Dakota
2080,LaMoure,91051,North Dakota
2081,Logan,72030,North Dakota
2082,McHenry,75774,North Dakota
2083,McIntosh,74321,North Dakota
2084,McKenzie,84357,North Dakota
2085,McLean,72821,North Dakota
2086,Mercer,66823,North Dakota
2087,Morton,63288,North Dakota
2088,Mountrail,80515,North Dakota
2089,Nelson,83523,North Dakota
2090,Oliver,55494,North Dakota
2091,Pembina,83598,North Dakota
2092,Pierce,66771,North Dakota
2093,Ramsey,67469,North Dakota
2094,Ransom,78909,North Dakota
2095,Renville,94262,North Dakota
2096,Richland,70746,North Dakota
2097,Rolette,56859,North Dakota
2098,Sargent,96135,North Dakota
2099,Sheridan,67934,North Dakota
2100,Sioux,37765,North Dakota
2101,Slope,47105,North Dakota
2102,Stark,71645,North Dakota
2103,Steele,97896,North Dakota
2104,Stutsman,68370,North Dakota
2105,Towner,101180,North Dakota
2106,Traill,72754,North Dakota
2107,Walsh,70222,North Dakota
2108,Ward,66524,North Dakota
2109,Wells,89429,North Dakota
2110,Williams,75412,North Dakota
2113,Adams,46026,Ohio
2114,Allen,54010,Ohio
2115,Ashland,51242,Ohio
2116,Ashtabula,50508,Ohio
2117,Athens,42018,Ohio
2118,Auglaize,60383,Ohio
2119,Belmont,51534,Ohio
2120,Brown,49102,Ohio
2121,Butler,58192,Ohio
2122,Carroll,50809,Ohio
2123,Champaign,51945,Ohio
2124,Clark,50553,Ohio
2125,Clermont,63599,Ohio
2126,Clinton,53901,Ohio
2127,Columbiana,47871,Ohio
2128,Coshocton,44741,Ohio
2129,Crawford,48370,Ohio
2130,Cuyahoga,68360,Ohio
2131,Darke,56920,Ohio
2132,Defiance,50168,Ohio
2134,Erie,61964,Delaware
2135,Fairfield,58194,Delaware
2136,Fayette,49752,Delaware
2137,Franklin,63874,Delaware
2138,Fulton,56773,Delaware
2139,Gallia,50025,Delaware
2140,Geauga,86579,Delaware
2141,Greene,64628,Delaware
2142,Guernsey,51043,Delaware
2143,Hamilton,75833,Delaware
2144,Hancock,62204,Delaware
2145,Hardin,42958,Delaware
2146,Harrison,50642,Delaware
2147,Henry,55580,Delaware
2148,Highland,46608,Delaware
2149,Hocking,48115,Delaware
2150,Holmes,60632,Delaware
2151,Huron,50983,Delaware
2152,Jackson,43799,Delaware
2153,Jefferson,48346,Delaware
2154,Knox,55379,Delaware
2155,Lake,63667,Delaware
2156,Lawrence,51367,Delaware
2157,Licking,58710,Delaware
2158,Logan,51515,Delaware
2159,Lorain,59141,Delaware
2160,Lucas,57012,Delaware
2161,Madison,54404,Delaware
2162,Mahoning,54630,Delaware
2163,Marion,45112,Delaware
2164,Medina,70562,Delaware
2165,Meigs,44864,Delaware
2166,Mercer,67802,Delaware
2167,Miami,60457,Delaware
2168,Monroe,44894,Delaware
2169,Montgomery,58304,Delaware
2170,Morgan,45751,Delaware
2171,Morrow,51281,Delaware
2172,Muskingum,52225,Delaware
2173,Noble,33492,Delaware
2174,Ottawa,66465,Delaware
2175,Paulding,54129,Delaware
2176,Perry,48777,Delaware
2177,Pickaway,52884,Delaware
2178,Pike,48745,Delaware
2179,Portage,57326,Delaware
2180,Preble,52241,Delaware
2181,Putnam,63830,Delaware
2182,Richland,48116,Delaware
2183,Ross,46934,Delaware
2184,Sandusky,52046,Delaware
2185,Scioto,49423,Delaware
2186,Seneca,50248,Delaware
2187,Shelby,55606,Delaware
2188,Stark,56961,Delaware
2189,Summit,64598,Delaware
2190,Trumbull,49159,Delaware
2191,Tuscarawas,57335,Delaware
2192,Union,73664,Delaware
2193,Van Wert,53340,Delaware
2194,Vinton,43796,Delaware
2195,Warren,77881,Delaware
2197,Wayne,58161,Washington
2198,Williams,52187,Washington
2199,Wood,59887,Washington
2200,Wyandot,59710,Washington
2203,Adair,42679,Oklahoma
2204,Alfalfa,48610,Oklahoma
2205,Atoka,37738,Oklahoma
2206,Beaver,69284,Oklahoma
2207,Beckham,42510,Oklahoma
2208,Blaine,54975,Oklahoma
2209,Bryan,46331,Oklahoma
2210,Caddo,47172,Oklahoma
2211,Canadian,56000,Oklahoma
2212,Carter,53086,Oklahoma
2213,Cherokee,43232,Oklahoma
2214,Choctaw,43172,Oklahoma
2215,Cimarron,80911,Oklahoma
2216,Cleveland,54522,Oklahoma
2217,Coal,46976,Oklahoma
2218,Comanche,51375,Oklahoma
2219,Cotton,54529,Oklahoma
2220,Craig,47115,Oklahoma
2221,Creek,50595,Oklahoma
2222,Custer,49244,Oklahoma
2224,Dewey,60783,Delaware
2225,Ellis,63914,Delaware
2226,Garfield,51152,Delaware
2227,Garvin,50882,Delaware
2228,Grady,50790,Delaware
2229,Grant,62676,Delaware
2230,Greer,39560,Delaware
2231,Harmon,60399,Delaware
2232,Harper,66533,Delaware
2233,Haskell,46167,Delaware
2234,Hughes,46378,Delaware
2235,Jackson,54031,Delaware
2236,Jefferson,44947,Delaware
2237,Johnston,50204,Delaware
2238,Kay,49623,Delaware
2239,Kingfisher,73533,Delaware
2240,Kiowa,47696,Delaware
2241,Latimer,42400,Delaware
2242,Le Flore,43023,Delaware
2243,Lincoln,46586,Delaware
2244,Logan,51254,Delaware
2245,Love,45712,Delaware
2246,McClain,58603,Delaware
2247,McCurtain,46108,Delaware
2248,McIntosh,44389,Delaware
2249,Major,51281,Delaware
2250,Marshall,48734,Delaware
2251,Mayes,47773,Delaware
2252,Murray,51005,Delaware
2253,Muskogee,47792,Delaware
2254,Noble,53893,Delaware
2255,Nowata,49125,Delaware
2256,Okfuskee,40201,Delaware
2258,Okmulgee,45207,Oklahoma
2259,Osage,45299,Oklahoma
2260,Ottawa,47987,Oklahoma
2261,Pawnee,45758,Oklahoma
2262,Payne,47401,Oklahoma
2263,Pittsburg,45267,Oklahoma
2264,Pontotoc,56112,Oklahoma
2265,Pottawatomie,49485,Oklahoma
2266,Pushmataha,41900,Oklahoma
2267,Roger Mills,55166,Oklahoma
2268,Rogers,55985,Oklahoma
2269,Seminole,44566,Oklahoma
2270,Sequoyah,44534,Oklahoma
2271,Stephens,53673,Oklahoma
2273,Tillman,41237,Texas
2274,Tulsa,78619,Texas
2275,Wagoner,51664,Texas
2277,Washita,42987,Washington
2278,Woods,52976,Washington
2279,Woodward,44533,Washington
2282,Baker,52392,Oregon
2283,Benton,60307,Oregon
2284,Clackamas,80269,Oregon
2285,Clatsop,60930,Oregon
2286,Columbia,59020,Oregon
2287,Coos,59838,Oregon
2288,Crook,57968,Oregon
2289,Curry,57405,Oregon
2290,Deschutes,81025,Oregon
2291,Douglas,52684,Oregon
2292,Gilliam,71618,Oregon
2293,Grant,54969,Oregon
2294,Harney,53228,Oregon
2295,Hood River,71946,Oregon
2296,Jackson,62541,Oregon
2297,Jefferson,46111,Oregon
2298,Josephine,55038,Oregon
2299,Klamath,51246,Oregon
2300,Lake,50163,Oregon
2301,Lane,61634,Oregon
2302,Lincoln,59715,Oregon
2303,Linn,57016,Oregon
2304,Malheur,40360,Oregon
2305,Marion,58470,Oregon
2306,Morrow,58480,Oregon
2307,Multnomah,75772,Oregon
2308,Polk,55086,Oregon
2309,Sherman,66483,Oregon
2310,Tillamook,61950,Oregon
2311,Umatilla,53253,Oregon
2312,Union,53469,Oregon
2313,Wallowa,59576,Oregon
2314,Wasco,56865,Oregon
2316,Wheeler,49563,Washington
2317,Yamhill,61974,Washington
2320,Adams,58880,Pennsylvania
2321,Allegheny,75468,Pennsylvania
2322,Armstrong,58854,Pennsylvania
2323,Beaver,58206,Pennsylvania
2324,Bedford,52510,Pennsylvania
2325,Berks,61575,Pennsylvania
2326,Blair,57782,Pennsylvania
2327,Bradford,50930,Pennsylvania
2328,Bucks,92846,Pennsylvania
2329,Butler,73039,Pennsylvania
2330,Cambria,50932,Pennsylvania
2331,Cameron,54148,Pennsylvania
2332,Carbon,62353,Pennsylvania
2333,Centre,57800,Pennsylvania
2334,Chester,108215,Pennsylvania
2335,Clarion,50175,Pennsylvania
2336,Clearfield,57841,Pennsylvania
2337,Clinton,48383,Pennsylvania
2338,Columbia,52692,Pennsylvania
2339,Crawford,51236,Pennsylvania
2340,Cumberland,68998,Pennsylvania
2341,Dauphin,60670,Pennsylvania
2343,Elk,53862,Delaware
2344,Erie,54694,Delaware
2345,Fayette,51467,Delaware
2346,Forest,30606,Delaware
2347,Franklin,58380,Delaware
2348,Fulton,49640,Delaware
2349,Greene,52757,Delaware
2350,Huntingdon,46957,Delaware
2352,Jefferson,50976,Indiana
2353,Juniata,62851,Indiana
2354,Lackawanna,56985,Indiana
2355,Lancaster,66876,Indiana
2356,Lawrence,53835,Indiana
2357,Lebanon,58851,Indiana
2358,Lehigh,65898,Indiana
2359,Luzerne,53214,Indiana
2360,Lycoming,53630,Indiana
2361,McKean,51318,Indiana
2362,Mercer,51133,Indiana
2363,Mifflin,49197,Indiana
2364,Monroe,54716,Indiana
2365,Montgomery,101172,Indiana
2366,Montour,70610,Indiana
2367,Northampton,68050,Indiana
2368,Northumberland,50445,Indiana
2369,Perry,56411,Indiana
2370,Philadelphia,61829,Indiana
2371,Pike,59543,Indiana
2372,Potter,48180,Indiana
2373,Schuylkill,52049,Indiana
2374,Snyder,54472,Indiana
2375,Somerset,49685,Indiana
2376,Sullivan,59379,Indiana
2377,Susquehanna,61452,Indiana
2378,Tioga,47580,Indiana
2379,Union,53495,Indiana
2380,Venango,51568,Indiana
2381,Warren,52057,Indiana
2383,Wayne,57575,Washington
2384,Westmoreland,64021,Washington
2386,York,60915,Wyoming
2389,Bristol,92538,Rhode Island
2390,Kent,72004,Rhode Island
2391,Newport,89517,Rhode Island
2392,Providence,58572,Rhode Island
2396,Abbeville,43106,South Carolina
2397,Aiken,53883,South Carolina
2398,Allendale,46875,South Carolina
2399,Anderson,50288,South Carolina
2400,Bamberg,44564,South Carolina
2401,Barnwell,41338,South Carolina
2402,Beaufort,80192,South Carolina
2403,Berkeley,55131,South Carolina
2404,Calhoun,51945,South Carolina
2405,Charleston,83294,South Carolina
2406,Cherokee,41896,South Carolina
2407,Chester,44918,South Carolina
2408,Chesterfield,40396,South Carolina
2409,Clarendon,48457,South Carolina
2410,Colleton,46418,South Carolina
2411,Darlington,49772,South Carolina
2412,Dillon,40339,South Carolina
2413,Dorchester,51555,South Carolina
2414,Edgefield,50938,South Carolina
2415,Fairfield,52780,South Carolina
2416,Florence,54943,South Carolina
2417,Georgetown,61924,South Carolina
2418,Greenville,60866,South Carolina
2419,Greenwood,46153,South Carolina
2420,Hampton,44723,South Carolina
2421,Horry,51033,South Carolina
2422,Jasper,48687,South Carolina
2423,Kershaw,57000,South Carolina
2424,Lancaster,58926,South Carolina
2425,Laurens,43851,South Carolina
2426,Lee,44427,South Carolina
2427,Lexington,60682,South Carolina
2428,McCormick,49183,South Carolina
2429,Marion,43174,South Carolina
2430,Marlboro,38787,South Carolina
2431,Newberry,49870,South Carolina
2432,Oconee,57361,South Carolina
2433,Orangeburg,44277,South Carolina
2434,Pickens,49294,South Carolina
2435,Richland,57160,South Carolina
2436,Saluda,45923,South Carolina
