,County,Income,State
2437,Spartanburg,53700,South Carolina
2438,Sumter,49704,South Carolina
2439,Union,40314,South Carolina
2440,Williamsburg,40528,South Carolina
2441,York,62604,South Carolina
2444,Aurora,62896,South Dakota
2445,Beadle,62173,South Dakota
2446,Bennett,50005,South Dakota
2447,Bon Homme,55240,South Dakota
2448,Brookings,62408,South Dakota
2449,Brown,75470,South Dakota
2450,Brule,74055,South Dakota
2451,Buffalo,36239,South Dakota
2452,Butte,51470,South Dakota
2453,Campbell,74502,South Dakota
2454,Charles Mix,57355,South Dakota
2455,Clark,92623,South Dakota
2456,Clay,49412,South Dakota
2457,Codington,67768,South Dakota
2458,Corson,39427,South Dakota
2459,Custer,68449,South Dakota
2460,Davison,67849,South Dakota
2461,Day,73994,South Dakota
2462,Deuel,75160,South Dakota
2463,Dewey,55915,South Dakota
2464,Douglas,76934,South Dakota
2465,Edmunds,93731,South Dakota
2466,Fall River,59842,South Dakota
2467,Faulk,92449,South Dakota
2468,Grant,74933,South Dakota
2469,Gregory,64034,South Dakota
2470,Haakon,84084,South Dakota
2471,Hamlin,69757,South Dakota
2472,Hand,88410,South Dakota
2473,Hanson,82440,South Dakota
2474,Harding,46360,South Dakota
2475,Hughes,67656,South Dakota
2476,Hutchinson,75370,South Dakota
2477,Hyde,76842,South Dakota
2478,Jackson,45622,South Dakota
2479,Jerauld,83863,South Dakota
2480,Jones,68393,South Dakota
2481,Kingsbury,81021,South Dakota
2482,Lake,89740,South Dakota
2483,Lawrence,75362,South Dakota
2484,Lincoln,88589,South Dakota
2485,Lyman,57455,South Dakota
2486,McCook,73312,South Dakota
2487,McPherson,78240,South Dakota
2488,Marshall,78539,South Dakota
2489,Meade,57635,South Dakota
2490,Mellette,49520,South Dakota
2491,Miner,82324,South Dakota
2492,Minnehaha,74873,South Dakota
2493,Moody,71327,South Dakota
2494,Oglala Lakota,36222,South Dakota
2495,Pennington,73485,South Dakota
2496,Perkins,53149,South Dakota
2497,Potter,78059,South Dakota
2498,Roberts,56917,South Dakota
2499,Sanborn,73160,South Dakota
2500,Spink,97495,South Dakota
2501,Stanley,79790,South Dakota
2502,Sully,98031,South Dakota
2503,Todd,37812,South Dakota
2504,Tripp,67191,South Dakota
2505,Turner,78376,South Dakota
2506,Union,139931,South Dakota
2507,Walworth,65619,South Dakota
2508,Yankton,70996,South Dakota
2509,Ziebach,37969,South Dakota
2512,Anderson,56260,Tennessee
2513,Bedford,47850,Tennessee
2514,Benton,43832,Tennessee
2515,Bledsoe,36038,Tennessee
2516,Blount,58447,Tennessee
2517,Bradley,50014,Tennessee
2518,Campbell,44694,Tennessee
2519,Cannon,48732,Tennessee
2520,Carroll,44182,Tennessee
2521,Carter,42833,Tennessee
2522,Cheatham,59907,Tennessee
2523,Chester,43542,Tennessee
2524,Claiborne,44367,Tennessee
2525,Clay,39424,Tennessee
2526,Cocke,42387,Tennessee
2527,Coffee,50163,Tennessee
2528,Crockett,50106,Tennessee
2529,Cumberland,48091,Tennessee
2530,Davidson,92496,Tennessee
2531,Decatur,52005,Tennessee
2532,DeKalb,50940,Tennessee
2533,Dickson,54986,Tennessee
2534,Dyer,53828,Tennessee
2535,Fayette,81728,Tennessee
2536,Fentress,43102,Tennessee
2537,Franklin,49891,Tennessee
2538,Gibson,49536,Tennessee
2539,Giles,47548,Tennessee
2540,Grainger,45678,Tennessee
2541,Greene,44945,Tennessee
2542,Grundy,40453,Tennessee
2543,Hamblen,50094,Tennessee
2544,Hamilton,65525,Tennessee
2545,Hancock,33223,Tennessee
2546,Hardeman,36966,Tennessee
2547,Hardin,47525,Tennessee
2548,Hawkins,44192,Tennessee
2549,Haywood,40397,Tennessee
2550,Henderson,48395,Tennessee
2551,Henry,55959,Tennessee
2552,Hickman,45298,Tennessee
2553,Houston,41112,Tennessee
2554,Humphreys,47364,Tennessee
2555,Jackson,40132,Tennessee
2556,Jefferson,48184,Tennessee
2557,Johnson,40345,Tennessee
2558,Knox,67323,Tennessee
2559,Lake,32554,Tennessee
2560,Lauderdale,41198,Tennessee
2561,Lawrence,43273,Tennessee
2562,Lewis,44554,Tennessee
2563,Lincoln,51229,Tennessee
2564,Loudon,70063,Tennessee
2565,McMinn,45629,Tennessee
2566,McNairy,40085,Tennessee
2567,Macon,41530,Tennessee
2568,Madison,55537,Tennessee
2569,Marion,51590,Tennessee
2570,Marshall,50555,Tennessee
2571,Maury,57191,Tennessee
2572,Meigs,41017,Tennessee
2573,Monroe,44350,Tennessee
2574,Montgomery,52478,Tennessee
2575,Moore,51017,Tennessee
2576,Morgan,40237,Tennessee
2577,Obion,51945,Tennessee
2578,Overton,42000,Tennessee
2579,Perry,37048,Tennessee
2580,Pickett,42545,Tennessee
2581,Polk,42519,Tennessee
2582,Putnam,51132,Tennessee
2583,Rhea,45745,Tennessee
2584,Roane,53353,Tennessee
2585,Robertson,56484,Tennessee
2586,Rutherford,54623,Tennessee
2587,Scott,39326,Tennessee
2588,Sequatchie,48254,Tennessee
2589,Sevier,57533,Tennessee
2590,Shelby,61979,Tennessee
2591,Smith,50388,Tennessee
2592,Stewart,50483,Tennessee
2593,Sullivan,54453,Tennessee
2594,Sumner,67865,Tennessee
2595,Tipton,52829,Tennessee
2596,Trousdale,40015,Tennessee
2597,Unicoi,45593,Tennessee
2598,Union,43407,Tennessee
2599,Van Buren,36828,Tennessee
2600,Warren,44375,Tennessee
2602,Wayne,38758,Washington
2603,Weakley,47451,Washington
2604,White,42866,Washington
2605,Williamson,128610,Washington
2606,Wilson,68675,Washington
2609,Anderson,46478,Texas
2610,Andrews,57526,Texas
2611,Angelina,51080,Texas
2612,Aransas,68361,Texas
2613,Archer,67573,Texas
2614,Armstrong,71357,Texas
2615,Atascosa,48387,Texas
2616,Austin,65441,Texas
2617,Bailey,57209,Texas
2618,Bandera,62073,Texas
2619,Bastrop,47331,Texas
2620,Baylor,62964,Texas
2621,Bee,37156,Texas
2622,Bell,51898,Texas
2623,Bexar,57096,Texas
2624,Blanco,78045,Texas
2625,Borden,155670,Texas
2626,Bosque,57123,Texas
2627,Bowie,51132,Texas
2628,Brazoria,60088,Texas
2629,Brazos,50236,Texas
2630,Brewster,58475,Texas
2631,Briscoe,62907,Texas
2632,Brooks,45257,Texas
2633,Brown,49825,Texas
2634,Burleson,61181,Texas
2635,Burnet,67112,Texas
2636,Caldwell,44202,Texas
2637,Calhoun,59827,Texas
2638,Callahan,54394,Texas
2639,Cameron,38523,Texas
2640,Camp,50426,Texas
2641,Carson,61595,Texas
2642,Cass,49130,Texas
2643,Castro,108479,Texas
2644,Chambers,65907,Texas
2645,Cherokee,46221,Texas
2646,Childress,44285,Texas
2647,Clay,57095,Texas
2648,Cochran,49855,Texas
2649,Coke,56377,Texas
2650,Coleman,62085,Texas
2651,Collin,86860,Texas
2652,Collingsworth,58742,Texas
2654,Comal,77224,Colorado
2655,Comanche,55417,Colorado
2656,Concho,41175,Colorado
2657,Cooke,62126,Colorado
2658,Coryell,39462,Colorado
2659,Cottle,106885,Colorado
2660,Crane,57616,Colorado
2661,Crockett,68799,Colorado
2662,Crosby,55085,Colorado
2663,Culberson,96410,Colorado
2664,Dallam,82618,Colorado
2665,Dallas,79626,Colorado
2666,Dawson,54953,Colorado
2667,Deaf Smith,75549,Colorado
2668,Delta,49467,Colorado
2669,Denton,77733,Colorado
2670,DeWitt,77489,Colorado
2671,Dickens,56301,Colorado
2672,Dimmit,55714,Colorado
2673,Donley,52905,Colorado
2674,Duval,52669,Colorado
2675,Eastland,56246,Colorado
2676,Ector,58961,Colorado
2677,Edwards,82497,Colorado
2678,Ellis,57977,Colorado
2679,El Paso,46753,Colorado
2680,Erath,53610,Colorado
2681,Falls,47110,Colorado
2682,Fannin,49380,Colorado
2683,Fayette,72230,Colorado
2684,Fisher,62676,Colorado
2685,Floyd,51829,Colorado
2686,Foard,65386,Colorado
2687,Fort Bend,73855,Colorado
2688,Franklin,56987,Colorado
2689,Freestone,47097,Colorado
2690,Frio,41270,Colorado
2691,Gaines,56478,Colorado
2692,Galveston,64574,Colorado
2693,Garza,49585,Colorado
2694,Gillespie,93310,Colorado
2695,Glasscock,132049,Colorado
2696,Goliad,62484,Colorado
2697,Gonzales,64553,Colorado
2698,Gray,53508,Colorado
2699,Grayson,55946,Colorado
2700,Gregg,59997,Colorado
2701,Grimes,44487,Colorado
2702,Guadalupe,58644,Colorado
2703,Hale,45103,Colorado
2704,Hall,49814,Colorado
2705,Hamilton,70580,Colorado
2706,Hansford,103818,Colorado
2707,Hardeman,60392,Colorado
2708,Hardin,56424,Colorado
2709,Harris,73862,Colorado
2710,Harrison,50269,Colorado
2711,Hartley,107013,Colorado
2712,Haskell,53538,Colorado
2713,Hays,64671,Colorado
2714,Hemphill,90724,Colorado
2715,Henderson,52297,Colorado
2716,Hidalgo,34373,Colorado
2717,Hill,52054,Colorado
2718,Hockley,53348,Colorado
2719,Hood,66521,Colorado
2720,Hopkins,55098,Colorado
2721,Houston,53657,Colorado
2722,Howard,66751,Colorado
2723,Hudspeth,41438,Colorado
2724,Hunt,50287,Colorado
2725,Hutchinson,52596,Colorado
2726,Irion,85857,Colorado
2727,Jack,52599,Colorado
2728,Jackson,54702,Colorado
2729,Jasper,53205,Colorado
2730,Jeff Davis,67092,Colorado
2731,Jefferson,50131,Colorado
2732,Jim Hogg,44294,Colorado
2733,Jim Wells,51458,Colorado
2734,Johnson,55487,Colorado
2735,Jones,41722,Colorado
2736,Karnes,83442,Colorado
2737,Kaufman,53843,Colorado
2738,Kendall,110116,Colorado
2739,Kenedy,45802,Colorado
2740,Kent,71715,Colorado
2741,Kerr,69038,Colorado
2742,Kimble,59148,Colorado
2743,King,139825,Colorado
2744,Kinney,44642,Colorado
2745,Kleberg,49333,Colorado
2746,Knox,52798,Colorado
2747,Lamar,51936,Colorado
2748,Lamb,63169,Colorado
2749,Lampasas,62665,Colorado
2750,La Salle,50247,Colorado
2751,Lavaca,71664,Colorado
2752,Lee,59542,Colorado
2753,Leon,62631,Colorado
2754,Liberty,44184,Colorado
2755,Limestone,52196,Colorado
2756,Lipscomb,141712,Colorado
2757,Live Oak,50483,Colorado
2758,Llano,72121,Colorado
2759,Loving,223419,Colorado
2760,Lubbock,54313,Colorado
2761,Lynn,65814,Colorado
2762,McCulloch,53630,Colorado
2763,McLennan,53941,Colorado
2764,McMullen,117599,Colorado
2765,Madison,45527,Colorado
2766,Marion,52570,Colorado
2767,Martin,107395,Colorado
2768,Mason,63450,Colorado
2769,Matagorda,53090,Colorado
2770,Maverick,41009,Colorado
2771,Medina,52854,Colorado
2772,Menard,52791,Colorado
2773,Midland,144532,Colorado
2774,Milam,51236,Colorado
2775,Mills,58522,Colorado
2776,Mitchell,40541,Colorado
2777,Montague,50251,Colorado
2778,Montgomery,78644,Colorado
2779,Moore,61988,Colorado
2780,Morris,50538,Colorado
2781,Motley,55185,Colorado
2782,Nacogdoches,50541,Colorado
2783,Navarro,46891,Colorado
2784,Newton,44866,Colorado
2785,Nolan,56320,Colorado
2786,Nueces,56833,Colorado
2787,Ochiltree,72100,Colorado
2788,Oldham,89268,Colorado
2789,Orange,51982,Colorado
2790,Palo Pinto,54995,Colorado
2791,Panola,60434,Colorado
2792,Parker,74009,Colorado
2793,Parmer,77006,Colorado
2794,Pecos,49691,Colorado
2795,Polk,49945,Colorado
2796,Potter,58933,Colorado
2797,Presidio,65420,Colorado
2798,Rains,44559,Colorado
2799,Randall,60604,Colorado
2800,Reagan,71887,Colorado
2801,Real,61576,Colorado
2802,Red River,55403,Colorado
2803,Reeves,76555,Colorado
2804,Refugio,57772,Colorado
2805,Roberts,64762,Colorado
2806,Robertson,58609,Colorado
2807,Rockwall,77307,Colorado
2808,Runnels,55707,Colorado
2809,Rusk,47312,Colorado
2810,Sabine,47303,Colorado
2811,San Augustine,58852,Colorado
2812,San Jacinto,47030,Colorado
2813,San Patricio,53429,Colorado
2814,San Saba,48235,Colorado
2815,Schleicher,61904,Colorado
2816,Scurry,54065,Colorado
2817,Shackelford,91109,Colorado
2818,Shelby,64203,Colorado
2819,Sherman,173932,Colorado
2820,Smith,66887,Colorado
2821,Somervell,62988,Colorado
2822,Starr,32785,Colorado
2823,Stephens,49206,Colorado
2824,Sterling,71876,Colorado
2825,Stonewall,95644,Colorado
2826,Sutton,75645,Colorado
2827,Swisher,85037,Colorado
2828,Tarrant,65765,Colorado
2829,Taylor,58181,Colorado
2830,Terrell,66721,Colorado
2831,Terry,49822,Colorado
2832,Throckmorton,53588,Colorado
2833,Titus,52359,Colorado
2834,Tom Green,65314,Colorado
2835,Travis,91887,Colorado
2836,Trinity,49195,Colorado
2837,Tyler,44662,Colorado
2838,Upshur,46654,Colorado
2839,Upton,88874,Colorado
2840,Uvalde,55211,Colorado
2841,Val Verde,50112,Colorado
2842,Van Zandt,48399,Colorado
2843,Victoria,58912,Colorado
2844,Walker,35913,Colorado
2845,Waller,55463,Colorado
2846,Ward,67647,Colorado
2848,Webb,42757,Washington
2849,Wharton,55902,Washington
2850,Wheeler,54067,Washington
2851,Wichita,55278,Washington
2852,Wilbarger,67115,Washington
2853,Willacy,35832,Washington
2854,Williamson,72828,Washington
2855,Wilson,59578,Washington
2856,Winkler,75821,Washington
2857,Wise,59092,Washington
2858,Wood,50764,Washington
2859,Yoakum,61028,Washington
2860,Young,69691,Washington
2861,Zapata,34154,Washington
2862,Zavala,47333,Washington
2865,Beaver,39982,Utah
2866,Box Elder,50990,Utah
2867,Cache,50603,Utah
2868,Carbon,49335,Utah
2869,Daggett,52788,Utah
2870,Davis,62449,Utah
2871,Duchesne,51352,Utah
2872,Emery,42317,Utah
2873,Garfield,53930,Utah
2874,Grand,77028,Utah
2875,Iron,42301,Utah
2876,Juab,52701,Utah
2877,Kane,53294,Utah
2878,Millard,49823,Utah
2879,Morgan,71630,Utah
2880,Piute,61075,Utah
2881,Rich,52239,Utah
2882,Salt Lake,71787,Utah
2883,San Juan,38753,Utah
2884,Sanpete,43717,Utah
2885,Sevier,46183,Utah
2886,Summit,259993,Utah
2887,Tooele,50274,Utah
2888,Uintah,41619,Utah
2890,Wasatch,92354,Utah
2892,Wayne,56495,Washington
2893,Weber,55832,Washington
2896,Addison,64395,Vermont
2897,Bennington,65638,Vermont
2898,Caledonia,53640,Vermont
2899,Chittenden,76222,Vermont
2900,Essex,47952,Vermont
2901,Franklin,57298,Vermont
2902,Grand Isle,74532,Vermont
2903,Lamoille,68121,Vermont
2904,Orange,59235,Vermont
2905,Orleans,55293,Vermont
2906,Rutland,61702,Vermont
2908,Windham,59401,Washington
2909,Windsor,72177,Washington
2912,Accomack,52443,Virginia
2913,Amelia,54587,Virginia
2914,Amherst,47385,Virginia
2915,Appomattox,47873,Virginia
2916,Arlington,124345,Virginia
2917,Bath,77195,Virginia
2918,Bedford,57877,Virginia
2919,Bland,46796,Virginia
2920,Botetourt,64012,Virginia
2921,Brunswick,45693,Virginia
2922,Buchanan,49335,Virginia
2923,Buckingham,39823,Virginia
2924,Caroline,54299,Virginia
2925,Charles City,61647,Virginia
2926,Charlotte,47697,Virginia
2927,Chesterfield,66800,Virginia
2928,Clarke,82974,Virginia
2929,Craig,50734,Virginia
2930,Culpeper,60129,Virginia
2931,Cumberland,48063,Virginia
2932,Dickenson,44423,Virginia
2933,Essex,55859,Virginia
2934,Fauquier,86886,Virginia
2935,Floyd,53008,Virginia
2936,Fluvanna,57422,Virginia
2937,Franklin,55820,Virginia
2938,Giles,53100,Virginia
2939,Gloucester,61214,Virginia
2940,Goochland,125932,Virginia
2941,Grayson,40784,Virginia
2942,Greene,55760,Virginia
2943,Halifax,47960,Virginia
2944,Hanover,77005,Virginia
2945,Henrico,77783,Virginia
2946,Highland,50924,Virginia
2947,Isle of Wight,69100,Virginia
2948,King and Queen,59339,Virginia
2949,King George,65579,Virginia
2950,King William,57290,Virginia
2951,Lancaster,82071,Virginia
2952,Lee,41822,Virginia
2953,Loudoun,102229,Virginia
2954,Louisa,52957,Virginia
2955,Lunenburg,41578,Virginia
2956,Madison,60259,Virginia
2957,Mathews,72439,Virginia
2958,Mecklenburg,49625,Virginia
2959,Middlesex,66200,Virginia
2960,Nelson,67990,Virginia
2961,New Kent,124129,Virginia
2962,Northampton,65814,Virginia
2963,Northumberland,64899,Virginia
2964,Nottoway,46746,Virginia
2965,Orange,62886,Virginia
2966,Page,49221,Virginia
2967,Patrick,42956,Virginia
2968,Powhatan,72006,Virginia
2969,Prince Edward,42333,Virginia
2970,Pulaski,51836,Virginia
2971,Rappahannock,89727,Virginia
2972,Richmond,44081,Virginia
2973,Russell,43189,Virginia
2974,Scott,43448,Virginia
2975,Shenandoah,56651,Virginia
2976,Smyth,48244,Virginia
2977,Stafford,68098,Virginia
2978,Surry,55365,Virginia
2979,Sussex,39253,Virginia
2980,Tazewell,48157,Virginia
2981,Warren,59324,Virginia
2982,Westmoreland,53452,Virginia
2983,Wythe,47343,Virginia
2985,Alexandria,115144,Virginia
2986,Chesapeake,62736,Virginia
2987,Hampton,52364,Virginia
2988,Newport News,50764,Virginia
2989,Norfolk,51434,Virginia
2990,Portsmouth,48985,Virginia
2991,Richmond,76912,Virginia
2992,Roanoke,56075,Virginia
2993,Suffolk,66130,Virginia
2994,Virginia Beach,72091,Virginia
2996,Albemarle + Charlottesville,102987,Virginia
2997,Alleghany + Covington,49149,Virginia
2998,"Augusta, Staunton + Waynesboro",55929,Virginia
2999,Campbell + Lynchburg,48550,Virginia
3000,Carroll + Galax,47671,Virginia
3001,"Dinwiddie, Colonial Heights + Petersburg",49623,Virginia
3002,"Fairfax, Fairfax City + Falls Church",108855,Virginia
3003,Frederick + Winchester,65119,Virginia
3004,Greensville + Emporia,42214,Virginia
3005,Henry + Martinsville,50015,Virginia
3006,James City + Williamsburg,81761,Virginia
3007,Montgomery + Radford,49735,Virginia
3008,Pittsylvania + Danville,48769,Virginia
3009,Prince George + Hopewell,42550,Virginia
3010,"Prince William, Manassas + Manassas Park",68164,Virginia
3011,Roanoke + Salem,63792,Virginia
3012,"Rockbridge, Buena Vista + Lexington",51661,Virginia
3013,Rockingham + Harrisonburg,51573,Virginia
3014,Southampton + Franklin,53011,Virginia
3015,Spotsylvania + Fredericksburg,65590,Virginia
3016,Washington + Bristol,50667,Virginia
3017,Wise + Norton,44131,Virginia
3018,York + Poquoson,73221,Virginia
3021,Adams,52466,Washington
3022,Asotin,57199,Washington
3023,Benton,56969,Washington
3024,Chelan,68356,Washington
3025,Clallam,60321,Washington
3026,Clark,69318,Washington
3027,Columbia,62070,Washington
3028,Cowlitz,57947,Washington
3029,Douglas,51926,Washington
3030,Ferry,47534,Washington
3031,Franklin,48029,Washington
3032,Garfield,57405,Washington
3033,Grant,49727,Washington
3034,Grays Harbor,49968,Washington
3035,Island,70094,Washington
3036,Jefferson,68457,Washington
3037,King,122235,Washington
3038,Kitsap,73841,Washington
3039,Kittitas,60053,Washington
3040,Klickitat,57126,Washington
3041,Lewis,59759,Washington
3042,Lincoln,51607,Washington
3043,Mason,54701,Washington
3044,Okanogan,52446,Washington
3045,Pacific,50282,Washington
3046,Pend Oreille,52605,Washington
3047,Pierce,65188,Washington
3048,San Juan,93395,Washington
3049,Skagit,67173,Washington
3050,Skamania,67073,Washington
3051,Snohomish,75320,Washington
3052,Spokane,58630,Washington
3053,Stevens,49484,Washington
3054,Thurston,65892,Washington
3055,Wahkiakum,54133,Washington
3056,Walla Walla,56420,Washington
3057,Whatcom,62095,Washington
3058,Whitman,48522,Washington
3059,Yakima,51488,Washington
3062,Barbour,42530,West Virginia
3063,Berkeley,54940,West Virginia
3064,Boone,43398,West Virginia
3065,Braxton,42520,West Virginia
3066,Brooke,53325,West Virginia
3067,Cabell,54209,West Virginia
3068,Calhoun,44580,West Virginia
3069,Clay,41070,West Virginia
3070,Doddridge,40875,West Virginia
3071,Fayette,47212,West Virginia
3072,Gilmer,38947,West Virginia
3073,Grant,47890,West Virginia
3074,Greenbrier,50142,West Virginia
3075,Hampshire,46417,West Virginia
3076,Hancock,53854,West Virginia
3077,Hardy,43439,West Virginia
3078,Harrison,63351,West Virginia
3079,Jackson,48978,West Virginia
3080,Jefferson,66514,West Virginia
3081,Kanawha,61400,West Virginia
3082,Lewis,46994,West Virginia
3083,Lincoln,38761,West Virginia
3084,Logan,46862,West Virginia
3085,McDowell,35813,West Virginia
3086,Marion,51911,West Virginia
3087,Marshall,51767,West Virginia
3088,Mason,44435,West Virginia
3089,Mercer,48086,West Virginia
3090,Mineral,49484,West Virginia
3091,Mingo,39157,West Virginia
3092,Monongalia,58418,West Virginia
3093,Monroe,42813,West Virginia
3094,Morgan,45801,West Virginia
3095,Nicholas,44299,West Virginia
3097,Pendleton,52532,Ohio
3098,Pleasants,53911,Ohio
3099,Pocahontas,53487,Ohio
3100,Preston,44252,Ohio
3101,Putnam,58105,Ohio
3102,Raleigh,51780,Ohio
3103,Randolph,48669,Ohio
3104,Ritchie,57425,Ohio
3105,Roane,41660,Ohio
3106,Summers,46136,Ohio
3107,Taylor,52597,Ohio
3108,Tucker,57622,Ohio
3109,Tyler,62069,Ohio
3110,Upshur,45382,Ohio
3111,Wayne,44163,Ohio
3112,Webster,34445,Ohio
3113,Wetzel,47984,Ohio
3114,Wirt,44759,Ohio
3115,Wood,58971,Ohio
3119,Adams,46249,Wisconsin
3120,Ashland,49350,Wisconsin
3121,Barron,60564,Wisconsin
3122,Bayfield,55598,Wisconsin
3123,Brown,65199,Wisconsin
3124,Buffalo,57210,Wisconsin
3125,Burnett,51815,Wisconsin
3126,Calumet,61851,Wisconsin
3127,Chippewa,56815,Wisconsin
3128,Clark,50617,Wisconsin
3129,Columbia,67169,Wisconsin
3130,Crawford,51946,Wisconsin
3131,Dane,77996,Wisconsin
3132,Dodge,55856,Wisconsin
3133,Door,78073,Wisconsin
3134,Douglas,52634,Wisconsin
3135,Dunn,50772,Wisconsin
3136,Eau Claire,60575,Wisconsin
3137,Florence,66422,Wisconsin
3138,Fond du Lac,60018,Wisconsin
3139,Forest,49367,Wisconsin
3140,Grant,53781,Wisconsin
3141,Green,65549,Wisconsin
3142,Green Lake,53073,Wisconsin
3144,Iron,56207,Iowa
3145,Jackson,52237,Iowa
3146,Jefferson,58374,Iowa
3147,Juneau,49419,Iowa
3148,Kenosha,60599,Iowa
3149,Kewaunee,58406,Iowa
3150,La Crosse,62336,Iowa
3151,Lafayette,55006,Iowa
3152,Langlade,53770,Iowa
3153,Lincoln,56296,Iowa
3154,Manitowoc,57585,Iowa
3155,Marathon,62707,Iowa
3156,Marinette,53841,Iowa
3157,Marquette,51068,Iowa
3158,Menominee,42070,Iowa
3159,Milwaukee,60114,Iowa
3160,Monroe,52978,Iowa
3161,Oconto,55183,Iowa
3162,Oneida,60846,Iowa
3163,Outagamie,64867,Iowa
3164,Ozaukee,104780,Iowa
3165,Pepin,64105,Iowa
3166,Pierce,61101,Iowa
3167,Polk,57391,Iowa
3168,Portage,57490,Iowa
3169,Price,55355,Iowa
3170,Racine,62570,Iowa
3171,Richland,53743,Iowa
3172,Rock,56319,Iowa
3173,Rusk,55836,Iowa
3174,St. Croix,70354,Iowa
3175,Sauk,66107,Iowa
3176,Sawyer,54542,Iowa
3177,Shawano,51974,Iowa
3178,Sheboygan,63878,Iowa
3179,Taylor,50834,Iowa
3180,Trempealeau,52737,Iowa
3181,Vernon,52023,Iowa
3182,Vilas,65477,Iowa
3183,Walworth,67665,Iowa
3184,Washburn,58092,Iowa
3186,Waukesha,91766,Washington
3187,Waupaca,56482,Washington
3188,Waushara,48666,Washington
3189,Winnebago,60180,Washington
3190,Wood,56746,Washington
3193,Albany,54052,Wyoming
3194,Big Horn,50641,Wyoming
3195,Campbell,62147,Wyoming
3196,Carbon,68521,Wyoming
3197,Converse,70943,Wyoming
3198,Crook,63785,Wyoming
3199,Fremont,56891,Wyoming
3200,Goshen,54733,Wyoming
3201,Hot Springs,63816,Wyoming
3202,Johnson,70887,Wyoming
3203,Laramie,65150,Wyoming
3204,Lincoln,73432,Wyoming
3205,Natrona,79846,Wyoming
3206,Niobrara,59399,Wyoming
3207,Park,77015,Wyoming
3208,Platte,59292,Wyoming
3209,Sheridan,73622,Wyoming
3210,Sublette,70620,Wyoming
3211,Sweetwater,64115,Wyoming
3212,Teton,471751,Wyoming
3213,Uinta,49350,Wyoming
3214,Washakie,57474,Wyoming
3215,Weston,54380,Wyoming
